Name,Storage_details,Screen_size,Camera_details,Battery_details,Processor,Warranty,Price in Rupees,Rating,Actual price,%Off
"Vivo Y91i (Fusion Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"8,990",4.3,"₹9,990",10% off
"OPPO Reno2 (Ocean Blue, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.51 cm (6.5 inch) Display,48MP + 8MP + 13MP + 2MP | 16MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 730G Processor,Brand Warranty of 1 Year Available for Mobile with Battery and 6 Months for Accessories,"38,990",4.5,"₹39,990",2% off
"Vivo Y91i (Ocean Blue, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.8 cm (6.22 inch) HD+ Display,13MP Rear Camera | 5MP Front Camera,4030 mAh Li-ion Battery,MTK Helio P22 Processor,No data available,"9,999",No data available,No data available,No data available
"Motorola Razr (Black, 128 GB)",6 GB RAM | 128 GB ROM,15.75 cm (6.2 inch) Display,16MP Rear Camera | 5MP Front Camera,2510 mAh Battery,SDM710 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"1,24,999",3.9,"₹1,49,999",16% off
"Realme C2 (Diamond Blue, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.49 cm (6.1 inch) HD+ Display,13MP + 2MP | 5MP Front Camera,4000 mAh Battery,MediaTek P22 Octa Core 2.0 GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"6,499",4.4,"₹6,999",7% off
"Vivo Y15 (Aqua Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"12,900",4.4,"₹15,990",19% off
"Vivo Y15 (Burgundy Red, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 16MP Front Camera,5000 mAh Battery,MediaTek Helio P22 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"12,900",4.4,"₹15,990",19% off
"Samsung Galaxy Note 10 Plus (Aura Black, 256 GB)",12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,17.27 cm (6.8 inch) Display,12MP (Dual Aperture) + 12MP + 16MP + TOF | 10MP Front Camera,4300 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,No data available,"84,200",No data available,No data available,No data available
"OPPO F11 (Marble Green, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.59 cm (6.53 inch) Display,48MP + 5MP | 16MP Front Camera,4020 mAh Battery,MTK MT6771V (P70) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"17,990",4.4,"₹23,990",25% off
"LG G8X (Black, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,16.26 cm (6.4 inch) Full HD+ Display,12MP + 13MP | 32MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon™ 855 Octa-core (up to 2.84 GHz x 1 + 2.42 GHz x 3 + 1.79 GHz x 4) Processor,No data available,"54,990",No data available,No data available,No data available
"Redmi Note 5 Pro (Black, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 128 GB,15.21 cm (5.99 inch) Full HD+ Display,12MP + 5MP | 20MP Front Camera,4000 mAh Li Polymer Battery,Qualcomm Snapdragon 636 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"13,999",4.5,"₹16,999",17% off
"Micromax Canvas 2 Colors A120 (Grey, 4 GB)",1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2000 mAh Battery,MT6582 Processor,No data available,"9,005",No data available,No data available,No data available
"Gionee A1 (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP Front Camera,4010 mAh Li-Ion Polymer Battery,MediaTek MT6755 Helio P10 Octa Core 2.0GHz Processor,No data available,"21,499",No data available,No data available,No data available
"Samsung Galaxy S8 Plus (Coral Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,No data available,"56,899",No data available,No data available,No data available
"Infinix Hot S3 (Blush Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,14.35 cm (5.65 inch) HD+ Display,13MP Rear Camera | 20MP Front Camera,4000 mAh Li-ion Polymer Battery,Qualcomm Snapdragon 430 MSM8937 Processor,No data available,"11,999",No data available,No data available,No data available
"Samsung Galaxy A71 (Prism Crush Silver, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm SM7150 Processor,No data available,"34,999",No data available,No data available,No data available
"Panasonic Eluga X1 (Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.7 cm (6.18 inch) Full HD+ Display,16MP + 5MP | 16MP Front Camera,3000 mAh Li-ion Polymer Battery,P60 (MT6771) Processor,No data available,"24,999",No data available,No data available,No data available
"Redmi 7 (Lunar Red, 32 GB)",2 GB RAM | 32 GB ROM,15.9 cm (6.26 inch) Display,12MP Rear Camera,4000 mAh Battery,12 Months,No data available,"7,999",No data available,No data available,No data available
"Samsung Galaxy S8 Plus (Maple Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,Exynos 8895 Octa Core 2.3GHz Processor,No data available,"56,899",No data available,No data available,No data available
"XOLO T1000 (Black, 4 GB)",1 GB RAM | 4 GB ROM | Expandable Upto 32 GB,11.94 cm (4.7 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2000 mAh Battery,NVIDIA Tegra 3 Processor,No data available,"14,153",No data available,No data available,No data available
"Nokia 3.1 (Black, 32 GB)",3 GB RAM | 32 GB ROM,13.21 cm (5.2 inch) HD Display,13MP Rear Camera,2990 mAh Battery,1 Year Warranty,No data available,"11,748",No data available,No data available,No data available
"Samsung Galaxy S8 Plus (Orchid Grey, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) Quad HD+ Display,12MP Rear Camera | 8MP Front Camera,3500 mAh Battery,8895 Processor,No data available,"56,899",No data available,No data available,No data available
"Samsung Galaxy Note 10 (Aura Glow, 256 GB)",8 GB RAM | 256 GB ROM,16.0 cm (6.3 inch) Display,12MP (Dual Aperture) + 12MP + 16MP | 10MP Front Camera,3500 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"73,600",4.5,"₹75,000",1% off
"Apple iPhone 7 (PRODUCT) (Red, 256 GB)",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,A10 Fusion Chip with 64-bit Architecture and Embedded M10 Motion Co-processor,Brand Warranty of 1 Year,Brand Warranty of 1 Year,"63,999",4.7,"₹74,400",13% off
"Apple iPhone 8 (Gold, 64 GB)",64 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",iOS 13 Compatible,Brand Warranty of 1 Year,"38,999",4.5,"₹39,900",2% off
"HTC 10 (Topaz Gold, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 2 TB,13.21 cm (5.2 inch) Quad HD Display,12MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 820 64-bit Quad Core 2.2GHz Processor,No data available,"56,690",No data available,No data available,No data available
"Redmi 7 (Comet Blue, 32 GB)",2 GB RAM | 32 GB ROM,15.9 cm (6.26 inch) Display,12MP Rear Camera,4000 mAh Battery,12 Months,No data available,"7,995",No data available,No data available,No data available
"Apple iPhone XS Max (Space Grey, 512 GB)",512 GB ROM,16.51 cm (6.5 inch) Super Retina HD Display,12MP + 12MP | 7MP Front Camera,A12 Bionic Chip Processor,1 Year Limited Warranty for Products and Accessories,No data available,"1,19,900",No data available,No data available,No data available
"Asus Zenfone 5 A501CG (Gold, 8 GB)",2 GB RAM | 8 GB ROM | Expandable Upto 64 GB,12.7 cm (5 inch) HD Display,8MP Rear Camera | 2MP Front Camera,2110 mAh Lithium Battery,Intel Atom Z2560 Processor with Intel Hyper Threading Technology Processor,No data available,"8,499",No data available,No data available,No data available
"Apple iPhone 8 Plus (Gold, 64 GB)",64 GB ROM,13.97 cm (5.5 inch) Retina HD Display,12MP + 12MP | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",Brand Warranty of 1 Year,No data available,"49,900",No data available,No data available,No data available
"Lenovo X2-AP (Gold, 32 GB)",2 GB RAM | 32 GB ROM,12.7 cm (5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,2300 mAh Li-Polymer Battery,MediaTek 6595M Processor,No data available,"17,499",No data available,No data available,No data available
"Apple iPhone XR (Black, 128 GB)",128 GB ROM,15.49 cm (6.1 inch) Display,12MP Rear Camera | 7MP Front Camera,A12 Bionic Chip Processor,iOS 13 Compatible,No data available,"69,999",No data available,No data available,No data available
"Moto G (3rd Generation) (White, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 32 GB,12.7 cm (5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2470 mAh Battery,Qualcomm Snapdragon 410 MSM8916 Processor,No data available,"10,999",No data available,No data available,No data available
"OPPO A5s (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,No data available,"15,656",No data available,No data available,No data available
"OPPO A5s (Blue, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,No data available,"13,744",No data available,No data available,No data available
"OPPO A5s (Black, 32 GB)",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"9,490",4.3,"₹12,990",26% off
"OPPO A5s (Green, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,No data available,"15,672",No data available,No data available,No data available
"OPPO A5s (Red, 32 GB)",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,MTK MT6765 Processor,No data available,"12,990",No data available,No data available,No data available
"Panasonic Eluga Ray Max (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,16MP Rear Camera | 8MP Front Camera,3000 mAh Li-Ion Polymer Battery,Qualcomm Snapdragon 430 Octa Core 1.4GHz Processor,No data available,"12,499",No data available,No data available,No data available
"OPPO F3 (Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 16MP + 8MP Dual Front Camera,3200 mAh Battery,Mediatek MT6750T Octa Core 1.5GHz Processor,No data available,"20,990",No data available,No data available,No data available
"Samsung Galaxy Note 9 (Metallic Copper, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,16.26 cm (6.4 inch) Quad HD+ Display,12MP + 12MP | 8MP Front Camera,4000 mAh Lithium-ion Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"71,599",4.6,"₹73,600",2% off
"LG L90 Dual (White, 8 GB)",1 GB RAM | 8 GB ROM | Expandable Upto 32 GB,10.16 cm (4 inch) quarter HD Display,8MP Rear Camera | 0.3MP Front Camera,2540 mAh Li-Ion Battery,Snapdragon Processor,No data available,"15,532",No data available,No data available,No data available
"Samsung Galaxy A30s (Prism Crush White, 64 GB)",4 GB RAM | 64 GB ROM,16.26 cm (6.4 inch) HD+ Display,25MP + 5MP + 8MP | 16MP Front Camera,4000 mAh Li-ion Battery,Exynos 7904 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Battery and Accessories,"15,750",4.3,"₹17,850",11% off
"Asus Zenfone Selfie (Silver, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 13MP Front Camera,3000 mAh Li-Polymer Battery,Qualcomm Snapdragon 615 MSM8939 Processor,No data available,"14,999",No data available,No data available,No data available
"Nokia 3.2 (Black, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 400 GB,15.9 cm (6.26 inch) Display,13MP Rear Camera | 5MP Front Camera,4000 mAh Battery,Qualcomm Snapdragon 429 Processor,No data available,"10,199",No data available,No data available,No data available
"Vivo Y17 (Mineral Blue, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 20MP Front Camera,5000 mAh Lithium-ion Battery,MTK Helio P35 (MT6765) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"13,900",4.4,"₹18,990",26% off
"Vivo Y17 (Mystic Purple, 128 GB)",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,16.13 cm (6.35 inch) HD+ Display,13MP + 2MP + 8MP | 20MP Front Camera,5000 mAh Lithium-ion Battery,MTK Helio P35 (MT6765) Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"13,900",4.4,"₹18,990",26% off
"OPPO A83 (Champagne, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD Display,13MP Rear Camera | 8MP Front Camera,3180 mAh Battery,MT6763T Processor,No data available,"8,999",No data available,No data available,No data available
"Honor 5X (Gold, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 128 GB,13.97 cm (5.5 inch) Full HD Display,13MP Rear Camera | 5MP Front Camera,3000 mAh Li-Polymer Battery,0 QualcommÂ Snapdragon 616 MSM8939V2 Octa Core 1.5GHz Processor,No data available,"13,999",No data available,No data available,No data available
"Samsung Galaxy A71 (Prism Crush Black, 128 GB)",8 GB RAM | 128 GB ROM | Expandable Upto 512 GB,17.02 cm (6.7 inch) Full HD+ Display,64MP + 12MP + 5MP + 5MP | 32MP Front Camera,4500 mAh Lithium-ion Battery,Qualcomm SM7150 Processor,No data available,"34,999",No data available,No data available,No data available
"Apple iPhone 8 (Silver, 256 GB)",256 GB ROM,11.94 cm (4.7 inch) Retina HD Display,12MP Rear Camera | 7MP Front Camera,"A11 Bionic Chip with 64-bit Architecture, Neural Engine, Embedded M11 Motion Coprocessor Processor",Brand Warranty of 1 Year,Brand Warranty of 1 Year,"54,999",4.5,"₹77,000",28% off
"Vivo Y12 (BURGUNDY RED, 64 GB)",3 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Display,13MP Rear Camera,5000 mAh Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,No data available,"13,499",No data available,No data available,No data available
"OPPO A7 (Glaze Blue, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 16MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,No data available,"17,500",No data available,No data available,No data available
"Samsung Galaxy S10e (Prism White, 128 GB)",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,14.73 cm (5.8 inch) Full HD+ Display,16MP + 12MP | 10MP Front Camera,3100 mAh Lithium-ion Battery,Exynos 9 9820 Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"47,999",4.5,"₹49,999",4% off
"OPPO A5 2020 (Mirror Black, 64 GB)",3 GB RAM | 64 GB ROM,16.51 cm (6.5 inch) Display,12MP + 8MP + 2MP + 2MP | 8MP Front Camera,5000 mAh Battery,Qualcomm Snapdragon 665 Processor,No data available,"13,990",No data available,No data available,No data available
"OPPO Reno 10x Zoom (Ocean Green, 256 GB)",8 GB RAM | 256 GB ROM | Expandable Upto 256 GB,16.76 cm (6.6 inch) Display,48MP + 13MP + 8MP | 16MP Front Camera,4065 mAh Battery,Qualcomm Snapdragon 855 Octa Core 2.8 GHz Processor,No data available,"55,900",No data available,No data available,No data available
"HTC Desire 816G (Octa Core) (Blue, 16 GB)",1 GB RAM | 16 GB ROM | Expandable Upto 32 GB,13.97 cm (5.5 inch) HD Display,13MP Rear Camera | 5MP Front Camera,2600 mAh Li-Polymer Battery,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,No data available,"21,990",No data available,No data available,No data available
Honor 8,4 GB RAM | 32 GB ROM | Expandable Upto 128 GB,13.21 cm (5.2 inch) Full HD Display,12MP + 12MP | 8MP Front Camera,3000 mAh Li-Polymer Battery,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,No data available,"29,999",No data available,No data available,No data available
"Vivo V7 (Matte Black, 32 GB)",4 GB RAM | 32 GB ROM | Expandable Upto 256 GB,14.48 cm (5.7 inch) HD Display,16MP Rear Camera | 24MP Front Camera,3000 mAh Li-ion Battery,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,No data available,"14,999",No data available,No data available,No data available
"Tecno Camon i4 (Champagne Gold, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 8MP | 16MP Front Camera,3500 mAh Battery,"Tecno 111 Promise: One Time Screen Replacement. 100 days Replacement, (12+1) year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase.",No data available,"13,899",No data available,No data available,No data available
"OPPO F9 Pro (Sunrise Red, 64 GB)",6 GB RAM | 64 GB ROM | Expandable Upto 256 GB,16.0 cm (6.3 inch) Full HD Display,16MP + 2MP | 25MP Front Camera,3500 mAh Li-polymer Battery,Mediatek Helio P60 Octacore 2.0 GHz Processor,Brand Warranty of 1 Year Available for Mobile and 6 Months for Accessories,"19,990",4.5,"₹25,000",20% off
"Nokia 6.2 (Black, 64 GB)",4 GB RAM | 64 GB ROM,16.0 cm (6.3 inch) Full HD+ Display,16MP + 5MP + 8MP | 8MP Front Camera,3500 mAh Battery,1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase,No data available,"17,699",No data available,No data available,No data available
"Samsung Galaxy A20s (Black, 64 GB)",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,16.51 cm (6.5 inch) HD+ Display,13MP + 8MP + 5MP | 8MP Front Camera,4000 mAh Lithium Ion Battery,Qualcomm SDM450-B01 Processor,No data available,"14,900",No data available,No data available,No data available
"OPPO A3s (Purple, 16 GB)",2 GB RAM | 16 GB ROM | Expandable Upto 256 GB,15.75 cm (6.2 inch) HD+ Display,13MP + 2MP | 8MP Front Camera,4230 mAh Battery,Qualcomm Snapdragon 450 Processor,No data available,"9,500",No data available,No data available,No data available
